store_key,storename,address,telno,region_name,province_name,city_muni_name,latitude,longitude
 1200,Sandoval Ave.,A Sandoval Ave Pasig City,0932,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF PASIG,14.5566,121.097
 1201,LB City Hall,"Economic Garden, Timugan Los Baños, Laguna",,REGION IV-A (CALABARZON),LAGUNA,LOS BAÑOS,14.1772,121.222
 1206,WCC,William Shaw St Coloocan City,0922,NCR - National Capital Region,"NCR, THIRD DISTRICT",CALOOCAN CITY,14.6562,120.991
 1207,Angeles 4,Mcarthur HighwayBrgy Pulong Bulo Angeles City,0925,REGION III (Central Luzon),PAMPANGA,ANGELES CITY,15.132,120.598
 1212,Bonuan,Bonuan Gueset Dagupan City Pangasinan,0925,REGION I (Ilocos Region),PANGASINAN,DAGUPAN CITY,16.0754,120.343
 1220,Unisan Quezon,Carillo St Brgy Poblacion Quezon Ave Unisan Quezon,,REGION IV-A (CALABARZON),QUEZON,UNISAN,13.8387,121.976
 1221,Sta. Maria Laguna,Real Velasquez St cor burgos St Sta Maria Laguna,,REGION IV-A (CALABARZON),LAGUNA,SANTA MARIA,14.4702,121.424
 1222,BF Homes Aguirre,BF homes Parañaque City,,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF PARAÑAQUE,14.2641,121.142
 1223,Forbeswood Parklane,Parklane Strip Rizal drive FBGC taguig,,NCR - National Capital Region,"NCR, FOURTH DISTRICT",TAGUIG CITY,14.5507,121.045
 1224,V Corporate Center,"125 LP Leviste, Salcedo Village Makati City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MAKATI,14.5597,121.025
 1225,Laurel Batangas,"Poblacion3, Laurel Batangas",,REGION IV-A (CALABARZON),BATANGAS,LAUREL,14.0537,120.933
 1226,Talisay,Brgy Poblacion Talisay Batangas,,REGION IV-A (CALABARZON),BATANGAS,TALISAY,14.0925,121.017
 1227,Harmony Hills,"Harmony Hills Subd, Muzon SJDM Bulacan",7970328,REGION III (Central Luzon),BULACAN,SANTA MARIA,14.7844,121.03
 1228,Baretto 2,National Highway Brgy Baretto Olongapo City,0923,REGION III (Central Luzon),ZAMBALES,OLONGAPO CITY,14.8506,120.264
 1229,Bacoor 4,Magdiwang Highway Green Valley Bacoor Cavite,,REGION IV-A (CALABARZON),CAVITE,BACOOR,14.4052,120.991
 1231,Camarin 3,San Isidro Kiko Camarin North Caloocan City,0998,NCR - National Capital Region,"NCR, THIRD DISTRICT",CALOOCAN CITY,14.7565,121.061
 1232,Wynn Plaza,"1674 leon guinto,Malate,Manila",,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",MALATE,14.5757,120.991
 1233,South of Market,south of market condominium global City taguig,,NCR - National Capital Region,"NCR, FOURTH DISTRICT",TAGUIG CITY,14.5473,121.052
 1234,Adriatico Courtyard,"Adriatico st, Malate Manila",,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",MALATE,14.5699,120.986
 1235,11th Ave.,cor 11th Ave Grace Park Caloocan City,7756930,NCR - National Capital Region,"NCR, THIRD DISTRICT",CALOOCAN CITY,14.6531,120.985
 1236,Pagbilao Poblacion,Brgy Poblacion Pagbilao Quezon Province,,REGION IV-A (CALABARZON),QUEZON,PAGBILAO,13.9718,121.687
 1237,Manggahan,"Amang Rodriguez Ave., Manggahan Pasig City",2391140,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF PASIG,14.6064,121.092
 1238,MPT Suites,Kalayaan Ave cor P Burgos St Bel air Makati City,,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MAKATI,14.564,121.03
 1239,Quiapo 2,374 Quezon Ave Quiapo Metro Manila,,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",QUIAPO,14.5976,120.984
 1240,LSPU-San Pablo,San Pablo City Laguna,,REGION IV-A (CALABARZON),LAGUNA,SAN PABLO CITY,14.0813,121.312
 1241,Caltex San Pablo,Rizal Avenue San Pablo City Laguna,,REGION IV-A (CALABARZON),LAGUNA,SAN PABLO CITY,14.072,121.321
 1242,Angono 4,P Tolentino San Isidro Angono Rizal,0933,REGION IV-A (CALABARZON),RIZAL,ANGONO,14.5257,121.153
 1243,Golden Acres,Talon 1 Las piñas city,,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF LAS PIÑAS,14.4187,120.998
 1244,Katipunan 2,Katipunan  Ave cor Esteban Abada Quezon City,9944815,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.6321,121.074
 1245,Katipunan 3,Dela rosa Loyola Heights Balara Quezon City,,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.6405,121.074
 1246,Shell Dolores,McArthur Highway Dolores San Fernando Pampanga,,REGION III (Central Luzon),PAMPANGA,CITY OF SAN FERNANDO (Capital),15.0348,120.686
 1248,P. Naval,P Naval Street Sampaloc Manila,,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",SAMPALOC,14.6071,120.989
 1249,Pandan,Pandan Tabun Angeles City Pampanga,4580373,REGION III (Central Luzon),PAMPANGA,ANGELES CITY,15.1504,120.613
 1250,Sta. Ignacia,Romulo Highway Poblacion Sta Ignacia Tarlac,0932,REGION III (Central Luzon),TARLAC,SANTA IGNACIA,15.6168,120.435
 1252,Sto. Domingo N.E,Quezon Sto Domingo Road Sto Domingo Nueva Ecija,,REGION III (Central Luzon),NUEVA ECIJA,QUEZON,15.5929,120.874
 1253,Aliaga NE,Poblacion Road Aliaga Nueva Ecija,,REGION III (Central Luzon),NUEVA ECIJA,ALIAGA,15.5,120.847
 1254,Polangui,National Road Brgy Ubaliw Polangui Albay,,REGION V (Bicol Region),ALBAY,LEGAZPI CITY (Capital),13.2913,123.49
 1255,Ocampo,Municipality of Ocampo Province of Camarines Sur,,REGION V (Bicol Region),CAMARINES SUR,OCAMPO,13.5593,123.376
 1256,Caltex Bacao,Centennial Highway Brgy Bacao Gen Trias Cavite,,REGION IV-A (CALABARZON),CAVITE,GENERAL TRIAS,14.4089,120.879
 1257,Manhattan Parkview,Manhattan Parkview Retail,0907,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.6225,121.055
 1258,Farmers plaza 2,"New Farmers Plaza G/F Arcade,Araneta,Cubao Q. C",0998,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.6206,121.052
 1259,Meralco Village,Brgy Lias Marilao Bulacan,0923,REGION III (Central Luzon),BULACAN,MARILAO,14.7603,120.962
 1260,Sta. Ana-Market Plaza,"2235 M. Roxas cor Suter sts, Sta Ana Manila",,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",SANTA ANA,14.5806,121.012
 1261,Sipocot,San Juan Ave North Centro Sipocot Camarines Sur,,REGION V (Bicol Region),CAMARINES SUR,SIPOCOT,13.7659,122.977
 1262,CPI C5 Ugong,Barrio Ugong Pasig City,0932,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF PASIG,14.5712,121.071
 1268,Sta. Lucia Residenze,Imelda Ave cor Marcos Highway cainta Rizal,093200,REGION IV-A (CALABARZON),RIZAL,CAINTA,14.6172,121.099
 1269,Shaw MRT,Second Floor Concourse Southbound CS-2,,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF MANDALUYONG,14.581,121.053
 1273,Tunasan,Tunasan Muntinlupa City,,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MUNTINLUPA,14.3762,121.047
 1275,Legazpi 5,Imperial Street Brgy Bitano Legazpi City,,REGION V (Bicol Region),ALBAY,LEGAZPI CITY (Capital),13.1461,123.744
 1276,Guinobatan,Rizal St Brgy Poblacion Guinobatan Albay,,REGION V (Bicol Region),ALBAY,GUINOBATAN,13.1913,123.6
 1278,ETON Greenbelt Parkview,Legaspi Village Makati City,,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MAKATI,14.5534,121.017
 1279,The Beacon,San Lorenzo Village Makati City,,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MAKATI,14.5518,121.014
 1280,Caltex Regalado,"Commonwealth Ave,cor Regalado fairview Quezon city",0998,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.7067,121.07
 1287,Candelaria Poblacion,"JP Rizal st, cor Valle st Candelaria Quezon",,REGION III (Central Luzon),ZAMBALES,CANDELARIA,13.9286,121.423
 1288,Jetti dahlia,"Dahlia Ave.cor Chestnut St.,West Fairview Q.City",0998,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.6994,121.06
 1290,Natividad Lopez,Natividad Lopez st Ermita Manila,,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",ERMITA,14.5906,120.984
 1291,Macalelon,Brgy Poblacion Macalelon Quezon,,REGION IV-A (CALABARZON),QUEZON,MACALELON,13.7469,122.137
 1292,"Ugong,Valenzuela",Brgy. Ugong Valenzuela City,0948,NCR - National Capital Region,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,14.6986,120.977
 1293,Rosario 3,Marceilla Street Ligtong lll Rosario Cavite,,REGION IV-A (CALABARZON),CAVITE,ROSARIO,14.4251,120.873
 1294,CPI Tuy,"Brgy.Luntal,Palico Crossing Tuy Batangas",,REGION IV-A (CALABARZON),BATANGAS,TUY,14.0481,120.698
 1296,Binan 6,Brgy San Francisco Biñan Laguna,,REGION IV-A (CALABARZON),LAGUNA,BIÑAN,14.3362,121.065
 1297,Dita 2,"Brgy Dita, Sta. Rosa Laguna",,REGION IV-A (CALABARZON),LAGUNA,CITY OF SANTA ROSA,14.2813,121.112
 1298,CEO Flats,Bel Air Village Makati City,,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MAKATI,14.5564,121.035
 1299,Caltex Lipa Balintawak,Brgy Balintawak Lipa City Batangas,,REGION IV-A (CALABARZON),BATANGAS,LIPA CITY,13.9478,121.157
 1300,San Pedro 6,26 Brgy Riverside San pedro Laguna,,REGION IV-A (CALABARZON),LAGUNA,SAN PEDRO,14.246,121.129
 1301,Orion Bataan,"Brgy. Arellano, Orion Bataan",0923,REGION III (Central Luzon),BATAAN,ORION,14.6211,120.572
 1302,Corporate Center,Salcedo village Makati City,,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MAKATI,14.5581,121.022
 1303,N. Garcia 2,cor Milagros St Brgy Valenzuela Makati City,,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MAKATI,14.5678,121.024
 1304,Trece 4,"Brgy Luciano, Trece Martirez Cavite",,REGION IV-A (CALABARZON),CAVITE,TRECE MARTIRES CITY (Capital),14.2751,120.871
 1305,Malunay Quezon,San Carlos St Brgy 3 Poblacion Malunay Quezon,,REGION IV-A (CALABARZON),QUEZON,MULANAY,13.4974,122.439
 1306,Bagong Bario,Balintawak Subdivision Caloocan City,0925,NCR - National Capital Region,"NCR, THIRD DISTRICT",CALOOCAN CITY,14.6645,120.996
 1307,Naic 3,Bo of Terminal Naic Cavite,,REGION IV-A (CALABARZON),CAVITE,NAIC,14.3222,120.77
 1308,Paliparan 3,Brgy Paliparan Dasmariñas Cavite,,REGION IV-A (CALABARZON),CAVITE,DASMARIÑAS,14.2878,120.988
 1310,Seaoil P. Tuazon,"P. Tuazon St,. Cubao Quezon City",0906,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.6162,121.053
 1311,RCBC The Fort,cor 5th Ave Bonifacio South Bonifacio Global City,,NCR - National Capital Region,"NCR, FOURTH DISTRICT",TAGUIG CITY,14.5486,121.047
 1312,Dolores,Brgy Dolores San Fernando Pampanga,,REGION III (Central Luzon),PAMPANGA,CITY OF SAN FERNANDO (Capital),15.0441,120.674
 1313,Hulong Duhat Malabon,"17 Womens Club st,cor Flores st, Malabon City",,NCR - National Capital Region,"NCR, THIRD DISTRICT",CITY OF MALABON,14.676,120.943
 1314,Sta. Maria Highway,Brgy Danuman West sta maria Ilocos Sur,0925,REGION I (Ilocos Region),ILOCOS SUR,SANTA MARIA,17.3674,120.482
 1315,Escriva,Amber square escriva Drive ortigas Pasig city,0943,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF PASIG,14.5782,121.06
 1317,Admiral,"Admiral road, Talon 3 Las pinas City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF LAS PIÑAS,14.2628,121
 1319,Trece 3,Brgy Luciano Trece Martirez City,,REGION IV-A (CALABARZON),CAVITE,TRECE MARTIRES CITY (Capital),14.2802,120.869
 1320,CPI Tayuman,1868 A H Lacson cor P Guevarra Sta Cruz Manila,,REGION V (Bicol Region),ALBAY,LEGAZPI CITY (Capital),14.6167,120.986
 1324,Dona Aurora-E Rod,"78 A-E-Rodriquez cor Plaridel St, Quezon City",,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.6184,121.01
 1325,Wilson Abad Santos,Little Bagiuo San juan City,4752492,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF SAN JUAN,14.5978,121.038
 1327,Silang 2,Bo Of San Miguel 1 Silang Cavite,,REGION IV-A (CALABARZON),CAVITE,SILANG,14.224,120.969
 1328,Ternate,"cor.Sto Niño,Brgy Poblacion 2, Ternate Cavite",,REGION IV-A (CALABARZON),CAVITE,TERNATE,14.2867,120.716
 1329,Alfonso 2,"Mangas St. Brgy, Luksuhin Alfonso, Cavite",,REGION IV-A (CALABARZON),CAVITE,ALFONSO,14.0954,120.881
 1330,Legazpi 3,Magallanes St Brgy San Rafael Legazpi Albay,,REGION V (Bicol Region),ALBAY,LEGAZPI CITY (Capital),13.149,123.753
 1331,Greenhills  West,Roosevelt Ave. Greenhills San Juan City,4752464,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF SAN JUAN,14.6027,121.045
 1332,Navotas 2,E.Naval St brgy San Jose Navotas City,0998,NCR - National Capital Region,"NCR, THIRD DISTRICT",CITY OF NAVOTAS,14.663,120.945
 1333,Legazpi 4,"National Road,Brgy Rawis Legazpi City",,REGION V (Bicol Region),ALBAY,LEGAZPI CITY (Capital),13.1699,123.752
 1334,Iriga 2,San Francisco Iriga City Camarines Sur,,REGION V (Bicol Region),CAMARINES SUR,IRIGA CITY,13.4211,123.414
 1335,Baesa,Quirino Highway Baling Bato Balintawak Quezon city,0943,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.6667,121.007
 1337,Mayapyap,Cabanatuan city Nueva ecija,0998,REGION III (Central Luzon),NUEVA ECIJA,CABANATUAN CITY,15.5187,120.953
 1338,Prince Plaza 2,"Dela Rosa St. Legazpi Village, Makati City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MAKATI,14.5542,121.023
 1339,Laoag 2,"Sta, Angela Rurban Laoag city Ilocos City",0922,REGION I (Ilocos Region),ILOCOS NORTE,LAOAG CITY (Capital),18.1949,120.591
 1340,Evangelista 2,Brgy Pio del pilar Makati City,,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MAKATI,14.5482,121.011
 1341,AIC Empire Sapphire,Ortigas Center Pasig City,0943,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF PASIG,14.5899,121.061
 1342,BSA Twin Towers,"Ortigas Center, Mandaluyong City",0943,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF MANDALUYONG,14.5861,121.058
 1343,Suntree Tower,"San Antonio, Ortigas Center Pasig City",0932,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF PASIG,14.5864,121.063
 1345,Kamias 2,"# 1 Kamias road, Quezon City",0932,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.6311,121.047
 1347,Sagandaan(Tandang Sora Ext.),Brgy Sangandaan Quezon City,0917,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.6801,121.018
 1348,Calumpang,"Manuel Roxas st, Brgy Calumpang Marikina City",,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF MARIKINA,14.6233,121.096
 1349,WPAZ,"349 JP Rizal st, Sta Elena Marikina City",0998,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF MARIKINA,14.6324,121.095
 1350,Sandra Mall,Sandra st. Angeles City,0905,REGION III (Central Luzon),PAMPANGA,ANGELES CITY,15.1367,120.586
 1351,Morong Poblacion,65 Tomas Claudio st Brgy San Juan Morong Rizal,0922,REGION IV-A (CALABARZON),RIZAL,MORONG,14.5153,121.239
 1353,Liberty Shaw,"LIberty center shaw blvd, Mandaluyong City",0942,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF MANDALUYONG,14.5888,121.042
 1354,Anabu Imus,917 Anabu I-F Imus Cavite,,REGION IV-A (CALABARZON),CAVITE,IMUS,14.39,120.94
 1355,San Mateo 3,Brgy Maly San Mateo Rizal,,REGION IV-A (CALABARZON),RIZAL,SAN MATEO,14.7103,121.133
 1356,Lucena Diversion,"Brgy, Gulang Gulang Lucena City,Quezon",,REGION IV-A (CALABARZON),QUEZON,LUCENA CITY (Capital),13.9611,121.61
 1358,Nagcarlan,Brgy Pobalacion Nagcarlan Laguna,,REGION IV-A (CALABARZON),LAGUNA,NAGCARLAN,14.3364,120.86
 1359,Alcala,"National road,Alcala poblacion Pangasinan",0925,REGION I (Ilocos Region),PANGASINAN,ALCALA,15.8466,120.522
 1360,Santolan Malabon,Brgy Santolan Malabon City,,NCR - National Capital Region,"NCR, THIRD DISTRICT",CITY OF MALABON,14.6866,120.958
 1361,Rancho,Concepcion 2 Marikina City,0922,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF MARIKINA,14.6421,121.122
 1362,Pozorrubio,"Brgy Poblacion Pozorrubio, Pangasinan",0932,REGION I (Ilocos Region),PANGASINAN,POZZORUBIO,16.1117,120.544
 1363,Kaybiga,Kaybiga Road Caloocan city,0998,NCR - National Capital Region,"NCR, THIRD DISTRICT",CALOOCAN CITY,14.7192,121.007
 1364,Unioil Kalayaan,"Unioil Kalayaan station, Malingap st Quezon City",3513072,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.642,121.055
 1365,Gold Land Tower,"No. 10 Eisenhower St. Greenhills, San Juan",,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF SAN JUAN,14.6055,121.049
 1366,Dapitan 2,"Dapitan St, Sampaloc Manila",,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",SAMPALOC,14.6125,120.989
 1374,Sta. Rosa Exit,Brgy Pulong Sta. Cruz sta. Rosa Laguna,,REGION IV-A (CALABARZON),LAGUNA,SANTA CRUZ (Capital),14.2801,121.085
 1378,Royal Plaza,"648 Remedios st, Malate Manila",,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",MALATE,14.5711,120.988
 1380,Lower Bicutan 2,"# 1 M.L Quezon st,,Lower Bicutan Taguig City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",TAGUIG CITY,14.5085,121.066
 1381,Corona Bldg.,"1967 C.M. Recto Ave,Manila",,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",SAMPALOC,14.6101,121.031
 1382,Rosales,Brgy Poblacion Rosales Pangasinan,0932,REGION I (Ilocos Region),PANGASINAN,ROSALES,15.8941,120.631
 1384,Princeton Residences,Aurora Blvd. Quezon City,,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.6132,121.034
 1385,Marco Polo,Ortigas Center Pasig City,0917,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF PASIG,14.5874,121.063
 1386,Binangonan 4,Brgy Tayuman Binangonan Rizal,0923,REGION IV-A (CALABARZON),RIZAL,BINANGONAN,14.3448,121.081
 1391,Shaw Center Mall,"Unit6 548 Shaw Blvd,. Mandaluyong City",,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF MANDALUYONG,14.5893,121.037
 1395,A Square Anonas,"Project 2, Cubao Q.C",0935,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.6279,121.063
 1404,Amadeo Cavite,"119 A. Mabini st, Amadeo Cavite Poblacion",,REGION IV-A (CALABARZON),CAVITE,AMADEO,14.1695,120.922
 1405,San Juan Batangas,General Luna st San Juan Batangas,,CAR - Cordillera Administrative Region,ABRA,SAN JUAN,13.8257,121.393
 1406,Parian,"Brgy,. Parian, Calamba City Laguna",,REGION IV-A (CALABARZON),LAGUNA,CITY OF CALAMBA,14.2138,121.152
 1407,Mamatid 2,Brgy. Mamatid Cabuyao City Laguna,,REGION IV-A (CALABARZON),LAGUNA,CITY OF CALAMBA,14.0583,121.797
 1408,G.Tuazon 3,Balic Balic sampaloc Manila,,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",SAMPALOC,14.6086,121.004
 1409,Batangas 5,Brgy Balagtas Batangas City Batangas,,REGION IV-A (CALABARZON),BATANGAS,BATANGAS CITY (Capital),13.7919,121.07
 1410,Tagaytay 5,"Maharlika west, Tagaytay City Cavite",,REGION IV-A (CALABARZON),CAVITE,TAGAYTAY CITY,14.1025,120.942
 1411,Greenwoods,"Executive Village, Cainta Rizal",5650708,REGION IV-A (CALABARZON),RIZAL,CAINTA,14.5614,121.1
 1412,Tanza Bagtas,Brgy Bagtas Tanza Cavite,,REGION IV-A (CALABARZON),CAVITE,TANZA,14.3361,120.86
 1413,Tanza Amaya,Amaya road brgy Amaya-I Tanza Cavite,,REGION IV-A (CALABARZON),CAVITE,TANZA,14.3806,120.836
 1414,Villasis,Brgy Pobalacion Villasis Pangasinan,0922,REGION I (Ilocos Region),PANGASINAN,VILLASIS,15.9005,120.588
 1415,Buendia 6,"Senator Gil Puyat,Makati City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MAKATI,14.5599,121.012
 1416,Eton Baypark Manila,"Roxas Blvd., cor. Kalaw st., Manila City",,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",ERMITA,14.5799,120.978
 1417,Sgt.Bumatay,"Katarungan st,. Brgy Plainview Mandaluyong City",0922,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF MANDALUYONG,14.576,121.034
 1418,Salcedo 2,"1519 Salcedo st, Legazpi Village Makati City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MAKATI,14.5581,121.015
 1419,Malabon Poblacion,San Agustin Malabon City,2946518,NCR - National Capital Region,"NCR, THIRD DISTRICT",CITY OF MALABON,14.6582,120.952
 1420,Chino Roces,Pio Del Pilar Makati City,,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MAKATI,14.552,121.013
 1421,Bigte,"Bigte,Norzagaray Bulacan",0932,REGION III (Central Luzon),BULACAN,NORZAGARAY,14.8568,121.085
 1422,Grand Riviera Suites,"Padre Faura St,Ermita Manila",,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",ERMITA,14.5763,120.98
 1423,Pagrai Antipolo,"Brgy Mayamot, Antipolo City Rizal",,REGION IV-A (CALABARZON),RIZAL,CITY OF ANTIPOLO,14.6257,121.145
 1424,Maligaya Park,Pasong Putik Quezon City,0998,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.7372,121.059
 1428,PTT Boton,Subic Bay Freeport Zone Pampanga,0921,REGION III (Central Luzon),ZAMBALES,SUBIC,14.7945,120.291
 1429,"Botolan, Zambales","Paco Botolan, Zambales",0930,REGION III (Central Luzon),ZAMBALES,BOTOLAN,15.2885,120.024
 1433,Vicas Caloocan,"Congressional Road Ext,.Vicas North Caloocan City",,NCR - National Capital Region,"NCR, THIRD DISTRICT",CALOOCAN CITY,14.7476,121.034
 1434,Chimes Square,"Brgy. Pasong Tamo, Quezon City",,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.6729,121.061
 1436,"Sta Cruz, Zambales",Poblacion Santa Cruz Zambales,0923,REGION III (Central Luzon),ZAMBALES,SANTA CRUZ,15.7629,119.911
 1437,Manila Sanitarium,"San Juan st, Pasay City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",PASAY CITY,14.5557,120.996
 1438,Taguig City Hall,"St,. Brgy Tuktukan Taguig City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",TAGUIG CITY,14.5295,121.07
 1439,San Beda,"Ist St. Dr. Concepcion Aguila, San Miguel, Manila",,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",SAN MIGUEL,14.5985,120.994
 1440,Phoenix Kalayaan,"Brgy Panamitan, Kawit Cavite",,REGION IV-A (CALABARZON),CAVITE,KAWIT,14.4283,120.894
 1442,Cavite State University,Indang-Trece Martires Road Indang Cavite,,REGION IV-A (CALABARZON),CAVITE,INDANG,14.1992,120.882
 1443,M Place,Panay Ave. South Triangle Quezon City,0998,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.639,121.033
 1445,Mabuhay City,"Brgy. Baclaran, Cabuyao City Laguna",,REGION IV-A (CALABARZON),LAGUNA,CABUYAO,14.2435,121.17
 1446,Fatima 2,Brgy. Marulas Valenzuela City,0939,NCR - National Capital Region,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,14.6769,120.981
 1447,Daang-Batang,Rodriquez Ave. San Agustin Parañaque City,,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF PARAÑAQUE,14.4923,121.015
 1448,CPI Congressional,"Cagayan Ave,. Brgy R. Magsaysay Quezon City",,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.6609,121.02
 1450,Goa,San Jose st Goa Camarines Sur,,REGION V (Bicol Region),CAMARINES SUR,GOA,13.7255,123.529
 1451,Capitol Drive,16A Capitol hills Drive Diliman Quezon City,,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.6635,121.075
 1452,Sauyo,Sauyo Novaliches Quezon City,,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.6917,121.032
 1453,Fly Ace-Coral Way,"Central Business Park, Pasay City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",PASAY CITY,14.5312,120.988
 1465,Rephil Pasay,Rephil station F.B Harrison cor EDSA Pasay City,,NCR - National Capital Region,"NCR, FOURTH DISTRICT",PASAY CITY,14.5374,120.996
 1466,Lorex Ave.,Tañada Subd. Valenzuela,0947,NCR - National Capital Region,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,14.6845,120.987
 1467,CVSU Rosario,Terejos Convention Rosario Cavite,,REGION IV-A (CALABARZON),CAVITE,ROSARIO,14.4033,120.861
 1468,Pala Pala 2,Governors Complex Drive Dasmariñas Cavite,,REGION IV-A (CALABARZON),CAVITE,DASMARIÑAS,14.3019,120.953
 1469,Linear Makati,San Antonio Village Makati City,,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MAKATI,14.5588,121.008
 1470,Sta. Lucia Mall,"Marcos Highway cor. Felix Ave,. Cainta Rizal",,REGION IV-A (CALABARZON),RIZAL,CAINTA,14.6202,121.101
 1471,Sual,National Highway Brgy Poblacion Sual Pangasinan,0929,REGION I (Ilocos Region),PANGASINAN,SUAL,16.0651,120.096
 1472,Bacnotan,National Highway Poblacion Banotan La Union,0942,REGION I (Ilocos Region),LA UNION,BACNOTAN,16.7205,120.349
 1473,Magalang Avenue,Magalang Ave. Angeles City Pampanga,0935,REGION III (Central Luzon),PAMPANGA,ANGELES CITY,15.1488,120.594
 1481,Legarda-Arlegui,"Arlegui st, Quiapo Manila",,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",QUIAPO,14.5966,120.99
